ticket_id,customer_id,created_date,issue_type,priority,channel,status,response_time_minutes,resolution_time_minutes,customer_rating
2516,8344,2023-09-15 16:00:00,Повернення,Високий,Telegram,Закрито,39.0,567.0,2.0
2517,5295,2024-05-13 02:00:00,Оплата,Низький,Viber,Відкрито,,,
2518,4623,2022-04-27 19:00:00,Питання про товар,Критичний,Chat,Закрито,14.0,1278.0,5.0
2519,3996,2022-10-29 18:00:00,Повернення,Високий,Telegram,Закрито,185.0,577.0,3.0
2520,7453,2024-03-27 20:00:00,Гарантія,Середній,Chat,Закрито,54.0,857.0,4.0
2521,1346,2022-02-20 10:00:00,Технічна проблема,Високий,Email,Закрито,96.0,67.0,4.0
2522,7037,2022-09-12 06:00:00,Гарантія,Низький,Email,Закрито,224.0,566.0,1.0
2523,14959,2024-05-07 02:00:00,Оплата,Високий,Viber,Закрито,66.0,1022.0,5.0
2524,4038,2024-10-31 22:00:00,Оплата,Низький,Chat,Очікує відповіді клієнта,84.0,,
2525,5556,2023-02-25 09:00:00,Технічна проблема,Середній,Email,Відкрито,,,
2526,6354,2023-08-26 21:00:00,Гарантія,Низький,Viber,Закрито,39.0,61.0,3.0
2527,13176,2022-04-24 15:00:00,Інше,Низький,Telegram,Очікує відповіді клієнта,104.0,,
2528,3122,2024-06-02 14:00:00,Питання про товар,Низький,Viber,Закрито,227.0,1305.0,5.0
2529,8730,2023-03-16 10:00:00,Доставка,Високий,Phone,Закрито,102.0,201.0,1.0
2530,14555,2022-08-23 00:00:00,Технічна проблема,Високий,Phone,Закрито,190.0,141.0,5.0
2531,7518,2023-11-03 00:00:00,Питання про товар,Високий,Viber,Закрито,175.0,1268.0,5.0
2532,8025,2023-07-07 14:00:00,Питання про товар,Середній,Telegram,Відкрито,,,
2533,1999,2024-08-25 00:00:00,Доставка,Низький,Viber,Закрито,84.0,49.0,5.0
2534,14915,2022-11-17 22:00:00,Питання про товар,Середній,Email,Закрито,46.0,461.0,3.0
2535,14348,2022-07-31 20:00:00,Інше,Низький,Phone,Закрито,31.0,1247.0,5.0
2536,13356,2023-04-10 09:00:00,Доставка,Високий,Telegram,Закрито,15.0,1397.0,2.0
2537,1285,2022-04-02 09:00:00,Питання про товар,Низький,Chat,Закрито,91.0,996.0,3.0
2538,232,2022-02-28 02:00:00,Оплата,Середній,Viber,Закрито,118.0,290.0,1.0
2539,12455,2024-10-20 02:00:00,Інше,Низький,Email,Закрито,236.0,618.0,1.0
2540,12536,2023-07-22 04:00:00,Технічна проблема,Середній,Phone,Закрито,92.0,1069.0,4.0
2541,9891,2023-05-28 00:00:00,Доставка,Критичний,Phone,Закрито,43.0,895.0,5.0
2542,9793,2022-07-28 22:00:00,Питання про товар,Низький,Telegram,Закрито,119.0,464.0,4.0
2543,10667,2024-05-22 14:00:00,Оплата,Середній,Telegram,Відкрито,,,
2544,12305,2022-12-25 03:00:00,Гарантія,Низький,Telegram,Закрито,37.0,1397.0,4.0
2545,4086,2023-07-16 15:00:00,Питання про товар,Середній,Phone,В обробці,191.0,,
2546,13222,2024-12-24 19:00:00,Повернення,Низький,Phone,Закрито,61.0,320.0,3.0
2547,3050,2023-06-05 14:00:00,Інше,Середній,Chat,Закрито,86.0,119.0,4.0
2548,4322,2023-01-17 05:00:00,Повернення,Критичний,Chat,Закрито,126.0,1368.0,4.0
2549,10804,2024-02-13 05:00:00,Доставка,Середній,Phone,Закрито,134.0,872.0,1.0
2550,5610,2024-11-26 17:00:00,Питання про товар,Середній,Telegram,Закрито,35.0,941.0,4.0
2551,12567,2022-09-26 21:00:00,Технічна проблема,Критичний,Viber,Відкрито,,,
2552,14868,2022-05-14 10:00:00,Технічна проблема,Низький,Email,Закрито,196.0,360.0,4.0
2553,5082,2023-03-15 13:00:00,Гарантія,Середній,Chat,В обробці,110.0,,
2554,9024,2024-06-01 00:00:00,Гарантія,Середній,Viber,Закрито,180.0,558.0,5.0
2555,11720,2022-09-17 02:00:00,Оплата,Низький,Viber,В обробці,169.0,,
2556,14575,2022-06-19 11:00:00,Інше,Середній,Viber,Закрито,224.0,394.0,4.0
2557,12212,2022-03-07 14:00:00,Доставка,Середній,Email,В обробці,37.0,,
2558,11686,2022-11-08 13:00:00,Повернення,Критичний,Chat,Закрито,154.0,1341.0,5.0
2559,8132,2023-03-25 03:00:00,Повернення,Високий,Phone,Закрито,181.0,1062.0,2.0
2560,347,2022-05-14 14:00:00,Гарантія,Низький,Viber,В обробці,93.0,,
2561,8678,2023-12-05 13:00:00,Доставка,Середній,Telegram,Закрито,213.0,1236.0,1.0
2562,10997,2024-02-12 15:00:00,Питання про товар,Середній,Phone,Закрито,66.0,1193.0,2.0
2563,7002,2023-01-14 21:00:00,Технічна проблема,Критичний,Chat,Закрито,31.0,126.0,4.0
2564,6052,2024-11-10 02:00:00,Питання про товар,Низький,Telegram,Закрито,194.0,1263.0,3.0
2565,6570,2023-04-22 22:00:00,Технічна проблема,Середній,Email,Відкрито,,,
2566,2494,2023-09-21 11:00:00,Інше,Критичний,Viber,Відкрито,,,
2567,8579,2022-06-14 08:00:00,Інше,Середній,Email,Закрито,51.0,561.0,1.0
2568,1069,2023-10-27 17:00:00,Оплата,Середній,Email,Закрито,136.0,1108.0,5.0
2569,1322,2022-06-13 00:00:00,Питання про товар,Високий,Telegram,Закрито,204.0,37.0,4.0
2570,1512,2022-09-09 18:00:00,Повернення,Низький,Email,Закрито,93.0,1414.0,1.0
2571,7981,2024-10-23 10:00:00,Оплата,Середній,Chat,В обробці,100.0,,
2572,14106,2023-01-15 17:00:00,Гарантія,Середній,Telegram,Закрито,12.0,481.0,5.0
2573,14569,2024-01-13 17:00:00,Доставка,Середній,Email,Закрито,134.0,337.0,5.0
2574,9686,2024-10-20 03:00:00,Оплата,Низький,Telegram,Закрито,19.0,878.0,3.0
2575,11262,2022-08-03 01:00:00,Оплата,Низький,Email,Закрито,143.0,1374.0,5.0
2576,598,2022-01-15 23:00:00,Оплата,Низький,Telegram,В обробці,17.0,,
2577,8273,2023-12-17 05:00:00,Інше,Низький,Email,Закрито,237.0,444.0,5.0
2578,3382,2024-05-03 06:00:00,Інше,Критичний,Telegram,В обробці,109.0,,
2579,5070,2024-11-01 05:00:00,Технічна проблема,Високий,Viber,Очікує відповіді клієнта,74.0,,
2580,6389,2022-12-28 10:00:00,Питання про товар,Критичний,Email,Закрито,86.0,470.0,2.0
2581,14083,2024-03-02 06:00:00,Інше,Середній,Phone,В обробці,143.0,,
2582,11747,2024-05-08 09:00:00,Інше,Низький,Viber,Закрито,155.0,499.0,4.0
2583,3452,2024-02-05 19:00:00,Технічна проблема,Низький,Phone,Закрито,217.0,356.0,1.0
2584,7940,2024-07-09 22:00:00,Доставка,Високий,Phone,Закрито,87.0,535.0,5.0
2585,6513,2022-09-24 02:00:00,Повернення,Низький,Telegram,Закрито,224.0,687.0,1.0
2586,7969,2023-02-12 17:00:00,Технічна проблема,Низький,Viber,Відкрито,,,
2587,867,2022-09-05 08:00:00,Доставка,Середній,Telegram,Закрито,11.0,1277.0,1.0
2588,166,2024-08-28 15:00:00,Питання про товар,Середній,Viber,Закрито,208.0,1224.0,2.0
2589,156,2022-07-29 10:00:00,Інше,Низький,Telegram,Закрито,166.0,1017.0,4.0
2590,11450,2024-02-04 08:00:00,Доставка,Низький,Phone,Закрито,237.0,442.0,1.0
2591,488,2022-05-11 02:00:00,Технічна проблема,Низький,Chat,Закрито,62.0,484.0,3.0
2592,2771,2023-08-31 03:00:00,Інше,Середній,Email,В обробці,225.0,,
2593,5265,2023-04-19 20:00:00,Технічна проблема,Низький,Email,Закрито,187.0,879.0,4.0
2594,5130,2022-04-02 08:00:00,Гарантія,Високий,Viber,Закрито,182.0,357.0,2.0
2595,13788,2022-06-19 11:00:00,Повернення,Високий,Viber,Закрито,161.0,254.0,1.0
2596,6775,2023-03-27 21:00:00,Технічна проблема,Високий,Email,Закрито,197.0,311.0,5.0
2597,2261,2023-11-12 15:00:00,Гарантія,Середній,Telegram,Відкрито,,,
2598,8356,2022-10-12 01:00:00,Оплата,Критичний,Email,Закрито,26.0,69.0,4.0
2599,12611,2024-04-12 11:00:00,Оплата,Критичний,Telegram,Відкрито,,,
2600,6022,2024-03-18 23:00:00,Оплата,Високий,Phone,В обробці,212.0,,
2601,792,2023-03-01 20:00:00,Доставка,Середній,Telegram,Закрито,54.0,56.0,1.0
2602,4287,2023-01-07 12:00:00,Повернення,Низький,Telegram,Закрито,189.0,375.0,1.0
2603,3088,2022-11-25 21:00:00,Оплата,Низький,Viber,Відкрито,,,
2604,13547,2022-10-16 16:00:00,Технічна проблема,Середній,Viber,Закрито,190.0,53.0,2.0
2605,13350,2024-09-08 06:00:00,Гарантія,Середній,Email,Закрито,167.0,298.0,1.0
2606,494,2023-10-19 07:00:00,Технічна проблема,Середній,Viber,Відкрито,,,
2607,7753,2022-08-20 12:00:00,Повернення,Середній,Phone,Закрито,47.0,1168.0,5.0
2608,11758,2023-10-06 01:00:00,Питання про товар,Середній,Viber,Закрито,44.0,359.0,2.0
2609,10523,2024-06-10 21:00:00,Оплата,Низький,Chat,Закрито,97.0,864.0,5.0
2610,9980,2022-02-26 20:00:00,Повернення,Критичний,Viber,Закрито,116.0,1307.0,3.0
2611,3151,2023-05-24 04:00:00,Інше,Низький,Email,В обробці,94.0,,
2612,1365,2023-03-29 20:00:00,Гарантія,Середній,Telegram,Закрито,155.0,931.0,2.0
2613,6097,2024-12-17 21:00:00,Інше,Середній,Phone,В обробці,147.0,,
2614,8986,2023-03-26 20:00:00,Технічна проблема,Середній,Email,Закрито,24.0,402.0,4.0
2615,11211,2024-05-04 10:00:00,Доставка,Низький,Viber,В обробці,79.0,,
2616,1490,2023-04-01 13:00:00,Гарантія,Низький,Viber,Відкрито,,,
2617,3856,2024-05-20 21:00:00,Повернення,Середній,Telegram,Закрито,86.0,1007.0,3.0
2618,10459,2022-02-28 13:00:00,Технічна проблема,Низький,Phone,Відкрито,,,
2619,5360,2023-06-27 20:00:00,Технічна проблема,Середній,Telegram,Закрито,194.0,1241.0,5.0
2620,10240,2023-08-15 02:00:00,Повернення,Високий,Telegram,Закрито,200.0,367.0,1.0
2621,8622,2023-01-21 04:00:00,Доставка,Низький,Viber,Очікує відповіді клієнта,79.0,,
2622,12901,2023-05-10 17:00:00,Інше,Низький,Telegram,Закрито,217.0,619.0,2.0
2623,8269,2022-11-30 11:00:00,Гарантія,Середній,Email,Закрито,108.0,1102.0,5.0
2624,12303,2023-02-19 04:00:00,Гарантія,Критичний,Chat,Закрито,48.0,185.0,5.0
2625,4285,2022-06-15 08:00:00,Питання про товар,Високий,Viber,Закрито,206.0,1349.0,4.0
2626,10854,2022-11-06 11:00:00,Технічна проблема,Середній,Chat,Закрито,206.0,574.0,5.0
2627,7551,2023-07-03 12:00:00,Інше,Низький,Telegram,Закрито,96.0,335.0,4.0
2628,10327,2022-07-20 01:00:00,Оплата,Середній,Viber,Закрито,118.0,1122.0,3.0
2629,3740,2024-05-25 03:00:00,Гарантія,Середній,Phone,Закрито,89.0,699.0,5.0
2630,10146,2022-08-10 01:00:00,Технічна проблема,Високий,Email,Закрито,34.0,1181.0,1.0
2631,9118,2022-12-24 07:00:00,Технічна проблема,Низький,Phone,В обробці,168.0,,
2632,11731,2024-06-14 20:00:00,Технічна проблема,Високий,Email,Відкрито,,,
2633,1272,2024-02-24 00:00:00,Технічна проблема,Середній,Chat,Закрито,139.0,428.0,5.0
2634,9525,2024-01-16 00:00:00,Повернення,Низький,Telegram,Закрито,99.0,817.0,4.0
2635,11514,2022-10-31 08:00:00,Інше,Низький,Phone,Відкрито,,,
2636,81,2024-09-18 18:00:00,Гарантія,Середній,Phone,Закрито,179.0,681.0,1.0
2637,14404,2023-07-12 16:00:00,Доставка,Низький,Phone,Закрито,37.0,1299.0,4.0
2638,2937,2022-05-24 09:00:00,Гарантія,Високий,Chat,Закрито,182.0,920.0,1.0
2639,7999,2023-07-31 03:00:00,Гарантія,Середній,Email,Закрито,41.0,80.0,3.0
2640,4643,2022-02-10 20:00:00,Питання про товар,Низький,Viber,Очікує відповіді клієнта,167.0,,
2641,11374,2022-09-07 07:00:00,Технічна проблема,Високий,Phone,Закрито,54.0,1383.0,2.0
2642,5746,2023-08-23 09:00:00,Гарантія,Середній,Viber,Закрито,102.0,304.0,3.0
2643,2226,2022-03-25 00:00:00,Інше,Середній,Telegram,Закрито,182.0,205.0,2.0
2644,12899,2023-07-25 11:00:00,Оплата,Середній,Phone,В обробці,66.0,,
2645,1778,2024-04-22 13:00:00,Повернення,Високий,Chat,Закрито,125.0,265.0,2.0
2646,7724,2023-10-22 11:00:00,Повернення,Низький,Telegram,Закрито,108.0,339.0,5.0
2647,2159,2024-07-19 10:00:00,Гарантія,Середній,Email,Очікує відповіді клієнта,117.0,,
2648,11452,2024-02-09 05:00:00,Питання про товар,Низький,Chat,Закрито,26.0,143.0,4.0
2649,8111,2023-09-20 21:00:00,Повернення,Високий,Chat,В обробці,201.0,,
2650,13571,2022-12-24 13:00:00,Технічна проблема,Середній,Telegram,В обробці,188.0,,
2651,409,2022-07-23 18:00:00,Доставка,Високий,Phone,Закрито,163.0,684.0,2.0
2652,5137,2023-01-21 21:00:00,Технічна проблема,Низький,Email,Закрито,104.0,89.0,2.0
2653,14022,2023-05-31 18:00:00,Оплата,Низький,Phone,Закрито,92.0,1312.0,5.0
2654,5982,2024-02-11 16:00:00,Інше,Середній,Chat,Закрито,133.0,1282.0,3.0
2655,1703,2023-01-14 14:00:00,Оплата,Високий,Phone,Закрито,132.0,331.0,1.0
2656,7718,2022-08-10 15:00:00,Оплата,Низький,Email,Закрито,47.0,812.0,1.0
2657,11704,2023-06-21 03:00:00,Доставка,Середній,Chat,Закрито,223.0,1189.0,1.0
2658,1324,2022-04-07 16:00:00,Гарантія,Середній,Telegram,Закрито,220.0,169.0,2.0
2659,3312,2022-02-11 16:00:00,Гарантія,Високий,Chat,Закрито,42.0,76.0,2.0
2660,11225,2024-03-15 18:00:00,Технічна проблема,Середній,Telegram,Закрито,157.0,1392.0,3.0
2661,9475,2022-10-05 07:00:00,Технічна проблема,Середній,Phone,В обробці,165.0,,
2662,7568,2024-01-01 12:00:00,Повернення,Високий,Telegram,Закрито,113.0,1304.0,5.0
2663,8831,2023-05-28 20:00:00,Гарантія,Низький,Chat,Закрито,204.0,914.0,2.0
2664,6404,2024-02-01 21:00:00,Інше,Низький,Viber,Закрито,73.0,1298.0,4.0
2665,8311,2024-03-05 07:00:00,Інше,Низький,Viber,Закрито,59.0,1202.0,2.0
2666,3790,2023-10-18 18:00:00,Питання про товар,Низький,Phone,В обробці,222.0,,
2667,4519,2022-11-18 21:00:00,Доставка,Низький,Viber,Закрито,196.0,1050.0,1.0
2668,13349,2023-09-27 02:00:00,Оплата,Низький,Chat,В обробці,105.0,,
2669,1056,2023-03-28 13:00:00,Оплата,Низький,Telegram,Закрито,132.0,538.0,4.0
2670,12214,2022-09-14 08:00:00,Питання про товар,Низький,Telegram,Закрито,37.0,713.0,4.0
2671,12999,2024-04-27 23:00:00,Інше,Високий,Email,Закрито,126.0,431.0,5.0
2672,8286,2022-06-02 18:00:00,Інше,Низький,Phone,Закрито,188.0,1423.0,4.0
2673,4111,2024-09-03 12:00:00,Повернення,Низький,Email,Закрито,146.0,394.0,2.0
2674,3420,2023-07-28 11:00:00,Питання про товар,Високий,Chat,Закрито,64.0,927.0,3.0
2675,14498,2024-05-03 02:00:00,Інше,Середній,Viber,Закрито,40.0,603.0,2.0
2676,7123,2023-05-23 20:00:00,Питання про товар,Середній,Viber,Закрито,15.0,833.0,1.0
2677,7813,2023-08-17 19:00:00,Оплата,Низький,Telegram,Закрито,82.0,192.0,4.0
2678,8887,2023-09-20 04:00:00,Повернення,Низький,Viber,Закрито,177.0,325.0,4.0
2679,12530,2022-05-03 12:00:00,Доставка,Критичний,Viber,Закрито,159.0,294.0,3.0
2680,14723,2022-01-13 04:00:00,Повернення,Середній,Chat,Закрито,134.0,980.0,1.0
2681,1304,2023-11-09 03:00:00,Гарантія,Низький,Telegram,Відкрито,,,
2682,7579,2024-02-29 19:00:00,Доставка,Низький,Email,Закрито,154.0,1314.0,1.0
2683,816,2022-09-24 17:00:00,Оплата,Високий,Email,Закрито,209.0,425.0,5.0
2684,13214,2023-10-14 21:00:00,Повернення,Середній,Chat,Закрито,94.0,91.0,2.0
2685,11700,2022-05-24 23:00:00,Доставка,Низький,Email,В обробці,111.0,,
2686,2868,2024-11-20 03:00:00,Питання про товар,Середній,Telegram,Закрито,90.0,542.0,5.0
2687,11513,2024-10-27 16:00:00,Питання про товар,Середній,Chat,В обробці,154.0,,
2688,10471,2024-06-25 06:00:00,Технічна проблема,Високий,Viber,Закрито,49.0,533.0,4.0
2689,4808,2022-02-05 08:00:00,Інше,Середній,Email,Закрито,182.0,1038.0,1.0
2690,9314,2022-05-05 04:00:00,Оплата,Низький,Email,Закрито,72.0,159.0,5.0
2691,11828,2024-10-05 21:00:00,Гарантія,Високий,Chat,Закрито,88.0,144.0,2.0
2692,9509,2024-07-03 12:00:00,Технічна проблема,Середній,Phone,Закрито,143.0,1277.0,1.0
2693,455,2024-06-03 01:00:00,Гарантія,Середній,Chat,Закрито,13.0,380.0,1.0
2694,14082,2024-06-27 20:00:00,Повернення,Середній,Viber,Закрито,73.0,915.0,3.0
2695,1969,2022-09-29 21:00:00,Доставка,Низький,Viber,Закрито,82.0,309.0,1.0
2696,2412,2024-06-11 18:00:00,Доставка,Низький,Phone,Закрито,108.0,199.0,3.0
2697,1497,2023-01-15 20:00:00,Оплата,Високий,Viber,Закрито,230.0,532.0,2.0
2698,10719,2023-06-09 08:00:00,Інше,Середній,Telegram,Закрито,93.0,584.0,3.0
2699,12560,2024-09-09 03:00:00,Технічна проблема,Середній,Email,Закрито,205.0,1272.0,2.0
2700,4398,2023-02-28 09:00:00,Технічна проблема,Низький,Email,Закрито,22.0,956.0,5.0
2701,6418,2022-09-12 23:00:00,Технічна проблема,Високий,Viber,Закрито,220.0,615.0,3.0
2702,5094,2023-04-21 12:00:00,Питання про товар,Низький,Telegram,Закрито,22.0,116.0,2.0
2703,13372,2023-04-02 14:00:00,Технічна проблема,Критичний,Chat,Закрито,117.0,693.0,4.0
2704,13564,2024-12-16 14:00:00,Питання про товар,Високий,Chat,Закрито,115.0,359.0,3.0
2705,5239,2023-02-07 05:00:00,Гарантія,Високий,Telegram,В обробці,24.0,,
2706,6675,2022-04-08 20:00:00,Інше,Низький,Viber,Закрито,202.0,590.0,1.0
2707,819,2023-02-08 05:00:00,Гарантія,Низький,Viber,В обробці,76.0,,
2708,4889,2023-04-22 22:00:00,Гарантія,Середній,Viber,Закрито,51.0,1292.0,2.0
2709,3997,2022-08-18 11:00:00,Повернення,Низький,Chat,Закрито,125.0,821.0,5.0
2710,13663,2022-07-19 05:00:00,Гарантія,Середній,Email,В обробці,44.0,,
2711,10980,2024-06-07 18:00:00,Технічна проблема,Низький,Chat,Закрито,123.0,662.0,4.0
2712,2858,2022-08-11 09:00:00,Доставка,Середній,Viber,Відкрито,,,
2713,53,2023-08-22 01:00:00,Технічна проблема,Низький,Chat,Закрито,209.0,1188.0,4.0
2714,2918,2023-08-15 03:00:00,Повернення,Низький,Viber,Закрито,43.0,947.0,3.0
2715,14829,2022-11-27 16:00:00,Питання про товар,Низький,Chat,Закрито,99.0,1132.0,2.0
2716,3868,2023-01-27 15:00:00,Інше,Низький,Chat,Відкрито,,,
2717,7677,2023-08-11 16:00:00,Питання про товар,Низький,Chat,Закрито,214.0,648.0,1.0
2718,13577,2022-11-03 01:00:00,Гарантія,Середній,Viber,Закрито,109.0,152.0,3.0
2719,8215,2022-03-09 06:00:00,Доставка,Середній,Chat,Очікує відповіді клієнта,85.0,,
2720,13078,2023-03-28 11:00:00,Питання про товар,Високий,Telegram,Закрито,157.0,61.0,1.0
2721,8419,2024-06-27 23:00:00,Гарантія,Високий,Viber,Закрито,11.0,1432.0,5.0
2722,1122,2024-08-05 14:00:00,Оплата,Високий,Phone,Закрито,32.0,1208.0,4.0
2723,7587,2023-01-30 18:00:00,Повернення,Критичний,Phone,В обробці,48.0,,
2724,6322,2023-01-03 16:00:00,Повернення,Середній,Telegram,Відкрито,,,
2725,7816,2024-11-13 07:00:00,Оплата,Низький,Phone,Закрито,134.0,502.0,3.0
2726,8110,2024-11-09 08:00:00,Гарантія,Високий,Phone,В обробці,88.0,,
2727,4067,2023-12-14 02:00:00,Доставка,Низький,Telegram,Закрито,232.0,69.0,1.0
2728,1070,2023-02-12 12:00:00,Технічна проблема,Середній,Viber,Закрито,231.0,466.0,5.0
2729,6870,2023-10-13 05:00:00,Повернення,Середній,Phone,Відкрито,,,
2730,5675,2023-05-20 15:00:00,Питання про товар,Низький,Viber,В обробці,26.0,,
2731,13589,2024-04-30 15:00:00,Технічна проблема,Середній,Viber,Закрито,86.0,872.0,4.0
2732,4860,2022-02-16 22:00:00,Гарантія,Середній,Email,Закрито,124.0,823.0,4.0
2733,670,2024-08-11 19:00:00,Оплата,Середній,Phone,Закрито,124.0,956.0,3.0
2734,6700,2022-02-26 10:00:00,Оплата,Низький,Chat,Закрито,52.0,199.0,1.0
2735,12652,2024-07-25 19:00:00,Технічна проблема,Критичний,Telegram,Відкрито,,,
2736,4501,2022-04-18 04:00:00,Питання про товар,Середній,Chat,Закрито,233.0,1438.0,4.0
2737,4163,2024-01-14 16:00:00,Технічна проблема,Низький,Email,Відкрито,,,
2738,2805,2024-03-15 21:00:00,Технічна проблема,Середній,Email,Відкрито,,,
2739,10846,2023-08-30 03:00:00,Гарантія,Високий,Telegram,Закрито,80.0,1412.0,1.0
2740,14232,2024-07-17 00:00:00,Інше,Середній,Email,Закрито,102.0,472.0,5.0
2741,7097,2022-09-20 06:00:00,Інше,Середній,Telegram,Закрито,81.0,1021.0,1.0
2742,1366,2024-11-09 04:00:00,Повернення,Низький,Viber,Закрито,168.0,260.0,1.0
2743,9299,2024-07-13 23:00:00,Технічна проблема,Низький,Chat,Закрито,164.0,1219.0,1.0
2744,9776,2024-08-31 03:00:00,Інше,Низький,Viber,Закрито,32.0,197.0,2.0
2745,7618,2022-12-12 04:00:00,Доставка,Низький,Email,Закрито,124.0,1130.0,3.0
2746,7641,2024-08-01 06:00:00,Повернення,Низький,Phone,Закрито,183.0,35.0,3.0
2747,2034,2024-08-31 16:00:00,Технічна проблема,Низький,Chat,Закрито,172.0,244.0,1.0
2748,1638,2022-02-12 15:00:00,Повернення,Високий,Email,Відкрито,,,
2749,6375,2024-06-20 08:00:00,Доставка,Середній,Telegram,В обробці,112.0,,
2750,4660,2024-12-20 22:00:00,Гарантія,Низький,Viber,В обробці,118.0,,
2751,5432,2023-05-06 05:00:00,Технічна проблема,Низький,Chat,В обробці,212.0,,
2752,12385,2024-02-20 10:00:00,Оплата,Низький,Email,Закрито,69.0,528.0,2.0
2753,6139,2023-11-15 14:00:00,Оплата,Критичний,Phone,Закрито,210.0,527.0,3.0
2754,11304,2022-02-09 20:00:00,Доставка,Низький,Chat,Закрито,83.0,423.0,3.0
2755,3501,2023-09-14 13:00:00,Інше,Середній,Email,В обробці,87.0,,
2756,6220,2022-09-04 02:00:00,Повернення,Низький,Email,Закрито,45.0,1022.0,5.0
2757,10791,2024-06-15 14:00:00,Питання про товар,Середній,Viber,Закрито,32.0,744.0,4.0
2758,10834,2023-06-04 18:00:00,Повернення,Високий,Telegram,Закрито,108.0,816.0,1.0
2759,14859,2022-04-02 05:00:00,Оплата,Низький,Phone,Закрито,101.0,353.0,3.0
2760,9065,2024-06-04 12:00:00,Питання про товар,Середній,Telegram,Закрито,126.0,1209.0,1.0
2761,9837,2024-12-21 17:00:00,Гарантія,Низький,Viber,Закрито,69.0,553.0,1.0
2762,7648,2023-06-22 14:00:00,Технічна проблема,Середній,Email,Закрито,156.0,772.0,4.0
2763,12114,2024-01-08 05:00:00,Повернення,Високий,Viber,Очікує відповіді клієнта,218.0,,
2764,13069,2024-12-26 05:00:00,Питання про товар,Низький,Phone,Закрито,144.0,1123.0,1.0
2765,9231,2024-11-11 04:00:00,Повернення,Низький,Email,Закрито,120.0,918.0,4.0
2766,5580,2022-12-29 17:00:00,Повернення,Високий,Viber,Закрито,129.0,561.0,5.0
2767,10990,2022-12-14 03:00:00,Оплата,Середній,Telegram,В обробці,112.0,,
2768,8413,2024-02-25 07:00:00,Гарантія,Високий,Telegram,Закрито,26.0,1427.0,2.0
2769,4298,2023-11-13 09:00:00,Інше,Середній,Viber,Закрито,33.0,1135.0,1.0
2770,9043,2023-05-04 11:00:00,Доставка,Високий,Phone,Закрито,186.0,627.0,1.0
2771,9364,2024-03-10 14:00:00,Повернення,Низький,Telegram,Відкрито,,,
2772,5534,2024-12-01 12:00:00,Оплата,Середній,Viber,Відкрито,,,
2773,13473,2023-04-03 22:00:00,Питання про товар,Середній,Phone,Закрито,94.0,244.0,5.0
2774,5733,2023-05-10 15:00:00,Оплата,Середній,Phone,Закрито,106.0,158.0,1.0
2775,7509,2024-10-21 08:00:00,Доставка,Низький,Chat,Очікує відповіді клієнта,177.0,,
2776,1727,2022-09-22 12:00:00,Інше,Низький,Telegram,Закрито,102.0,930.0,1.0
2777,6093,2024-04-25 05:00:00,Технічна проблема,Середній,Chat,В обробці,166.0,,
2778,9086,2024-10-11 09:00:00,Повернення,Середній,Chat,Закрито,52.0,370.0,2.0
2779,2047,2024-01-16 10:00:00,Оплата,Високий,Telegram,Закрито,121.0,1216.0,5.0
2780,9418,2024-11-16 04:00:00,Повернення,Низький,Telegram,Закрито,34.0,407.0,5.0
2781,1741,2022-08-18 17:00:00,Технічна проблема,Середній,Phone,Відкрито,,,
2782,1571,2022-06-17 16:00:00,Оплата,Високий,Telegram,Очікує відповіді клієнта,151.0,,
2783,11022,2023-12-08 08:00:00,Гарантія,Низький,Phone,Закрито,123.0,451.0,2.0
2784,11341,2024-05-27 11:00:00,Оплата,Низький,Email,Закрито,200.0,248.0,4.0
2785,5240,2024-07-17 16:00:00,Оплата,Середній,Email,В обробці,45.0,,
2786,8582,2023-10-11 20:00:00,Гарантія,Середній,Chat,Відкрито,,,
2787,1776,2022-10-08 02:00:00,Питання про товар,Низький,Chat,Закрито,35.0,1000.0,4.0
2788,14902,2023-06-24 14:00:00,Доставка,Низький,Viber,Закрито,80.0,975.0,2.0
2789,6536,2022-11-02 15:00:00,Доставка,Високий,Chat,Закрито,88.0,526.0,5.0
2790,6120,2024-05-28 12:00:00,Оплата,Середній,Chat,Закрито,160.0,265.0,3.0
2791,227,2023-10-07 16:00:00,Повернення,Низький,Viber,Закрито,208.0,607.0,2.0
2792,11149,2023-08-19 12:00:00,Гарантія,Високий,Phone,Закрито,119.0,1409.0,2.0
2793,7240,2022-09-14 19:00:00,Гарантія,Середній,Telegram,Відкрито,,,
2794,5050,2022-06-29 21:00:00,Гарантія,Середній,Phone,Закрито,167.0,73.0,3.0
2795,1545,2023-08-19 13:00:00,Гарантія,Низький,Email,Закрито,163.0,1343.0,3.0
2796,5864,2023-10-09 11:00:00,Технічна проблема,Низький,Email,В обробці,122.0,,
2797,10474,2023-10-27 03:00:00,Питання про товар,Середній,Viber,Закрито,68.0,1110.0,5.0
2798,13128,2022-03-26 00:00:00,Питання про товар,Низький,Email,Закрито,224.0,687.0,1.0
2799,5000,2024-12-18 12:00:00,Доставка,Низький,Email,Закрито,208.0,1428.0,4.0
2800,11868,2024-11-26 14:00:00,Повернення,Низький,Viber,Закрито,177.0,1115.0,2.0
2801,660,2023-11-17 12:00:00,Оплата,Критичний,Phone,Закрито,19.0,742.0,5.0
2802,3601,2022-02-18 22:00:00,Оплата,Низький,Telegram,Закрито,161.0,275.0,3.0
